ticker,as_of,source
CHH,2024-09-30,wikipedia_sp400_pit
CHRD,2024-09-30,wikipedia_sp400_pit
CHX,2024-09-30,wikipedia_sp400_pit
CIEN,2024-09-30,wikipedia_sp400_pit
CIVI,2024-09-30,wikipedia_sp400_pit
CLF,2024-09-30,wikipedia_sp400_pit
CLH,2024-09-30,wikipedia_sp400_pit
CMC,2024-09-30,wikipedia_sp400_pit
CNH,2024-09-30,wikipedia_sp400_pit
CNM,2024-09-30,wikipedia_sp400_pit
CNO,2024-09-30,wikipedia_sp400_pit
CNX,2024-09-30,wikipedia_sp400_pit
CNXC,2024-09-30,wikipedia_sp400_pit
COHR,2024-09-30,wikipedia_sp400_pit
COKE,2024-09-30,wikipedia_sp400_pit
COLB,2024-09-30,wikipedia_sp400_pit
COLM,2024-09-30,wikipedia_sp400_pit
COTY,2024-09-30,wikipedia_sp400_pit
CPRI,2024-09-30,wikipedia_sp400_pit
CR,2024-09-30,wikipedia_sp400_pit
CRI,2024-09-30,wikipedia_sp400_pit
CROX,2024-09-30,wikipedia_sp400_pit
CRUS,2024-09-30,wikipedia_sp400_pit
CSL,2024-09-30,wikipedia_sp400_pit
CUBE,2024-09-30,wikipedia_sp400_pit
CUZ,2024-09-30,wikipedia_sp400_pit
CVLT,2024-09-30,wikipedia_sp400_pit
CW,2024-09-30,wikipedia_sp400_pit
CXT,2024-09-30,wikipedia_sp400_pit
CYTK,2024-09-30,wikipedia_sp400_pit
DAR,2024-09-30,wikipedia_sp400_pit
DBX,2024-09-30,wikipedia_sp400_pit
DCI,2024-09-30,wikipedia_sp400_pit
DINO,2024-09-30,wikipedia_sp400_pit
DKS,2024-09-30,wikipedia_sp400_pit
DLB,2024-09-30,wikipedia_sp400_pit
DOCS,2024-09-30,wikipedia_sp400_pit
DT,2024-09-30,wikipedia_sp400_pit
DTM,2024-09-30,wikipedia_sp400_pit
DUOL,2024-09-30,wikipedia_sp400_pit
EEFT,2024-09-30,wikipedia_sp400_pit
EGP,2024-09-30,wikipedia_sp400_pit
EHC,2024-09-30,wikipedia_sp400_pit
ELF,2024-09-30,wikipedia_sp400_pit
ELS,2024-09-30,wikipedia_sp400_pit
EME,2024-09-30,wikipedia_sp400_pit
ENOV,2024-09-30,wikipedia_sp400_pit
ENS,2024-09-30,wikipedia_sp400_pit
EPR,2024-09-30,wikipedia_sp400_pit
EQH,2024-09-30,wikipedia_sp400_pit
ESAB,2024-09-30,wikipedia_sp400_pit
ESNT,2024-09-30,wikipedia_sp400_pit
EVR,2024-09-30,wikipedia_sp400_pit
EWBC,2024-09-30,wikipedia_sp400_pit
EXE,2024-09-30,wikipedia_sp400_pit
EXEL,2024-09-30,wikipedia_sp400_pit
EXLS,2024-09-30,wikipedia_sp400_pit
EXP,2024-09-30,wikipedia_sp400_pit
EXPO,2024-09-30,wikipedia_sp400_pit
FAF,2024-09-30,wikipedia_sp400_pit
FBIN,2024-09-30,wikipedia_sp400_pit
FCFS,2024-09-30,wikipedia_sp400_pit
FCN,2024-09-30,wikipedia_sp400_pit
FFIN,2024-09-30,wikipedia_sp400_pit
FHI,2024-09-30,wikipedia_sp400_pit
FHN,2024-09-30,wikipedia_sp400_pit
FIVE,2024-09-30,wikipedia_sp400_pit
FIX,2024-09-30,wikipedia_sp400_pit
FLG,2024-09-30,wikipedia_sp400_pit
FLO,2024-09-30,wikipedia_sp400_pit
FLR,2024-09-30,wikipedia_sp400_pit
FLS,2024-09-30,wikipedia_sp400_pit
FN,2024-09-30,wikipedia_sp400_pit
FNB,2024-09-30,wikipedia_sp400_pit
FND,2024-09-30,wikipedia_sp400_pit
FNF,2024-09-30,wikipedia_sp400_pit
FR,2024-09-30,wikipedia_sp400_pit
FYBR,2024-09-30,wikipedia_sp400_pit
G,2024-09-30,wikipedia_sp400_pit
GAP,2024-09-30,wikipedia_sp400_pit
GATX,2024-09-30,wikipedia_sp400_pit
GBCI,2024-09-30,wikipedia_sp400_pit
GEF,2024-09-30,wikipedia_sp400_pit
GGG,2024-09-30,wikipedia_sp400_pit
GHC,2024-09-30,wikipedia_sp400_pit
GLPI,2024-09-30,wikipedia_sp400_pit
GME,2024-09-30,wikipedia_sp400_pit
GMED,2024-09-30,wikipedia_sp400_pit
GNTX,2024-09-30,wikipedia_sp400_pit
GPK,2024-09-30,wikipedia_sp400_pit
GT,2024-09-30,wikipedia_sp400_pit
GTLS,2024-09-30,wikipedia_sp400_pit
GTM,2024-09-30,wikipedia_sp400_pit
GXO,2024-09-30,wikipedia_sp400_pit
H,2024-09-30,wikipedia_sp400_pit
HAE,2024-09-30,wikipedia_sp400_pit
HALO,2024-09-30,wikipedia_sp400_pit
HGV,2024-09-30,wikipedia_sp400_pit
HLI,2024-09-30,wikipedia_sp400_pit
HLNE,2024-09-30,wikipedia_sp400_pit
HOG,2024-09-30,wikipedia_sp400_pit
HOMB,2024-09-30,wikipedia_sp400_pit
HQY,2024-09-30,wikipedia_sp400_pit
HR,2024-09-30,wikipedia_sp400_pit
HRB,2024-09-30,wikipedia_sp400_pit
HWC,2024-09-30,wikipedia_sp400_pit
HXL,2024-09-30,wikipedia_sp400_pit
IBKR,2024-09-30,wikipedia_sp400_pit
IBOC,2024-09-30,wikipedia_sp400_pit
IDA,2024-09-30,wikipedia_sp400_pit
ILMN,2024-09-30,wikipedia_sp400_pit
INGR,2024-09-30,wikipedia_sp400_pit
IPGP,2024-09-30,wikipedia_sp400_pit
IRDM,2024-09-30,wikipedia_sp400_pit
IRT,2024-09-30,wikipedia_sp400_pit
ITT,2024-09-30,wikipedia_sp400_pit
JAZZ,2024-09-30,wikipedia_sp400_pit
JEF,2024-09-30,wikipedia_sp400_pit
JHG,2024-09-30,wikipedia_sp400_pit
JLL,2024-09-30,wikipedia_sp400_pit
JWN,2024-09-30,wikipedia_sp400_pit
KBH,2024-09-30,wikipedia_sp400_pit
KBR,2024-09-30,wikipedia_sp400_pit
KD,2024-09-30,wikipedia_sp400_pit
KEX,2024-09-30,wikipedia_sp400_pit
KMPR,2024-09-30,wikipedia_sp400_pit
KNF,2024-09-30,wikipedia_sp400_pit
KNSL,2024-09-30,wikipedia_sp400_pit
KNX,2024-09-30,wikipedia_sp400_pit
KRC,2024-09-30,wikipedia_sp400_pit
KRG,2024-09-30,wikipedia_sp400_pit
LAD,2024-09-30,wikipedia_sp400_pit
LAMR,2024-09-30,wikipedia_sp400_pit
LEA,2024-09-30,wikipedia_sp400_pit
LECO,2024-09-30,wikipedia_sp400_pit
LFUS,2024-09-30,wikipedia_sp400_pit
LII,2024-09-30,wikipedia_sp400_pit
LITE,2024-09-30,wikipedia_sp400_pit
LIVN,2024-09-30,wikipedia_sp400_pit
LNTH,2024-09-30,wikipedia_sp400_pit
LNW,2024-09-30,wikipedia_sp400_pit
LOPE,2024-09-30,wikipedia_sp400_pit
LPX,2024-09-30,wikipedia_sp400_pit
LSCC,2024-09-30,wikipedia_sp400_pit
LSTR,2024-09-30,wikipedia_sp400_pit
M,2024-09-30,wikipedia_sp400_pit
MAN,2024-09-30,wikipedia_sp400_pit
MANH,2024-09-30,wikipedia_sp400_pit
MASI,2024-09-30,wikipedia_sp400_pit
MAT,2024-09-30,wikipedia_sp400_pit
MDU,2024-09-30,wikipedia_sp400_pit
MEDP,2024-09-30,wikipedia_sp400_pit
MIDD,2024-09-30,wikipedia_sp400_pit
MKSI,2024-09-30,wikipedia_sp400_pit
MMS,2024-09-30,wikipedia_sp400_pit
MORN,2024-09-30,wikipedia_sp400_pit
MSA,2024-09-30,wikipedia_sp400_pit
MSM,2024-09-30,wikipedia_sp400_pit
MTDR,2024-09-30,wikipedia_sp400_pit
MTG,2024-09-30,wikipedia_sp400_pit
MTN,2024-09-30,wikipedia_sp400_pit
MTSI,2024-09-30,wikipedia_sp400_pit
MTZ,2024-09-30,wikipedia_sp400_pit
MUR,2024-09-30,wikipedia_sp400_pit
MUSA,2024-09-30,wikipedia_sp400_pit
MZTI,2024-09-30,wikipedia_sp400_pit
NBIX,2024-09-30,wikipedia_sp400_pit
NEOG,2024-09-30,wikipedia_sp400_pit
NEU,2024-09-30,wikipedia_sp400_pit
NFG,2024-09-30,wikipedia_sp400_pit
NJR,2024-09-30,wikipedia_sp400_pit
NLY,2024-09-30,wikipedia_sp400_pit
NNN,2024-09-30,wikipedia_sp400_pit
NOV,2024-09-30,wikipedia_sp400_pit
NOVT,2024-09-30,wikipedia_sp400_pit
NSA,2024-09-30,wikipedia_sp400_pit
NSP,2024-09-30,wikipedia_sp400_pit
NVST,2024-09-30,wikipedia_sp400_pit
NVT,2024-09-30,wikipedia_sp400_pit
NWE,2024-09-30,wikipedia_sp400_pit
NXST,2024-09-30,wikipedia_sp400_pit
NXT,2024-09-30,wikipedia_sp400_pit
NYT,2024-09-30,wikipedia_sp400_pit
OC,2024-09-30,wikipedia_sp400_pit
OGE,2024-09-30,wikipedia_sp400_pit
OGS,2024-09-30,wikipedia_sp400_pit
OHI,2024-09-30,wikipedia_sp400_pit
OLED,2024-09-30,wikipedia_sp400_pit
OLLI,2024-09-30,wikipedia_sp400_pit
OLN,2024-09-30,wikipedia_sp400_pit
ONB,2024-09-30,wikipedia_sp400_pit
ONTO,2024-09-30,wikipedia_sp400_pit
OPCH,2024-09-30,wikipedia_sp400_pit
ORA,2024-09-30,wikipedia_sp400_pit
ORI,2024-09-30,wikipedia_sp400_pit
OSK,2024-09-30,wikipedia_sp400_pit
OVV,2024-09-30,wikipedia_sp400_pit
OZK,2024-09-30,wikipedia_sp400_pit
P,2024-09-30,wikipedia_sp400_pit
PAG,2024-09-30,wikipedia_sp400_pit
PB,2024-09-30,wikipedia_sp400_pit
PBF,2024-09-30,wikipedia_sp400_pit
PCH,2024-09-30,wikipedia_sp400_pit
PCTY,2024-09-30,wikipedia_sp400_pit
PEN,2024-09-30,wikipedia_sp400_pit
PFGC,2024-09-30,wikipedia_sp400_pit
PII,2024-09-30,wikipedia_sp400_pit
PK,2024-09-30,wikipedia_sp400_pit
PLNT,2024-09-30,wikipedia_sp400_pit
PNFP,2024-09-30,wikipedia_sp400_pit
POR,2024-09-30,wikipedia_sp400_pit
POST,2024-09-30,wikipedia_sp400_pit
POWI,2024-09-30,wikipedia_sp400_pit
PPC,2024-09-30,wikipedia_sp400_pit
PR,2024-09-30,wikipedia_sp400_pit
PRGO,2024-09-30,wikipedia_sp400_pit
PRI,2024-09-30,wikipedia_sp400_pit
PSN,2024-09-30,wikipedia_sp400_pit
PVH,2024-09-30,wikipedia_sp400_pit
QLYS,2024-09-30,wikipedia_sp400_pit
R,2024-09-30,wikipedia_sp400_pit
RBA,2024-09-30,wikipedia_sp400_pit
RBC,2024-09-30,wikipedia_sp400_pit
RCM,2024-09-30,wikipedia_sp400_pit
REXR,2024-09-30,wikipedia_sp400_pit
RGA,2024-09-30,wikipedia_sp400_pit
RGEN,2024-09-30,wikipedia_sp400_pit
RGLD,2024-09-30,wikipedia_sp400_pit
RH,2024-09-30,wikipedia_sp400_pit
RLI,2024-09-30,wikipedia_sp400_pit
RMBS,2024-09-30,wikipedia_sp400_pit
RNR,2024-09-30,wikipedia_sp400_pit
ROIV,2024-09-30,wikipedia_sp400_pit
RPM,2024-09-30,wikipedia_sp400_pit
RRC,2024-09-30,wikipedia_sp400_pit
RRX,2024-09-30,wikipedia_sp400_pit
RS,2024-09-30,wikipedia_sp400_pit
RYAN,2024-09-30,wikipedia_sp400_pit
RYN,2024-09-30,wikipedia_sp400_pit
SAIA,2024-09-30,wikipedia_sp400_pit
SAIC,2024-09-30,wikipedia_sp400_pit
SAM,2024-09-30,wikipedia_sp400_pit
SBRA,2024-09-30,wikipedia_sp400_pit
SCI,2024-09-30,wikipedia_sp400_pit
SEIC,2024-09-30,wikipedia_sp400_pit
SF,2024-09-30,wikipedia_sp400_pit
SFM,2024-09-30,wikipedia_sp400_pit
SGI,2024-09-30,wikipedia_sp400_pit
SHC,2024-09-30,wikipedia_sp400_pit
SIGI,2024-09-30,wikipedia_sp400_pit
SKX,2024-09-30,wikipedia_sp400_pit
SLAB,2024-09-30,wikipedia_sp400_pit
SLGN,2024-09-30,wikipedia_sp400_pit
SLM,2024-09-30,wikipedia_sp400_pit
SMG,2024-09-30,wikipedia_sp400_pit
SNV,2024-09-30,wikipedia_sp400_pit
SNX,2024-09-30,wikipedia_sp400_pit
SON,2024-09-30,wikipedia_sp400_pit
SR,2024-09-30,wikipedia_sp400_pit
SRCL,2024-09-30,wikipedia_sp400_pit
SRPT,2024-09-30,wikipedia_sp400_pit
SSB,2024-09-30,wikipedia_sp400_pit
SSD,2024-09-30,wikipedia_sp400_pit
ST,2024-09-30,wikipedia_sp400_pit
STAG,2024-09-30,wikipedia_sp400_pit
STWD,2024-09-30,wikipedia_sp400_pit
SWN,2024-09-30,wikipedia_sp400_pit
SWX,2024-09-30,wikipedia_sp400_pit
SYNA,2024-09-30,wikipedia_sp400_pit
TCBI,2024-09-30,wikipedia_sp400_pit
TDC,2024-09-30,wikipedia_sp400_pit
TEX,2024-09-30,wikipedia_sp400_pit
THC,2024-09-30,wikipedia_sp400_pit
THG,2024-09-30,wikipedia_sp400_pit
THO,2024-09-30,wikipedia_sp400_pit
TKO,2024-09-30,wikipedia_sp400_pit
TKR,2024-09-30,wikipedia_sp400_pit
TMHC,2024-09-30,wikipedia_sp400_pit
TNL,2024-09-30,wikipedia_sp400_pit
TOL,2024-09-30,wikipedia_sp400_pit
TPL,2024-09-30,wikipedia_sp400_pit
TREX,2024-09-30,wikipedia_sp400_pit
TTC,2024-09-30,wikipedia_sp400_pit
TTEK,2024-09-30,wikipedia_sp400_pit
TXNM,2024-09-30,wikipedia_sp400_pit
TXRH,2024-09-30,wikipedia_sp400_pit
UAA/UA,2024-09-30,wikipedia_sp400_pit
UBSI,2024-09-30,wikipedia_sp400_pit
UFPI,2024-09-30,wikipedia_sp400_pit
UGI,2024-09-30,wikipedia_sp400_pit
UMBF,2024-09-30,wikipedia_sp400_pit
UNM,2024-09-30,wikipedia_sp400_pit
USFD,2024-09-30,wikipedia_sp400_pit
UTHR,2024-09-30,wikipedia_sp400_pit
VAC,2024-09-30,wikipedia_sp400_pit
VAL,2024-09-30,wikipedia_sp400_pit
VC,2024-09-30,wikipedia_sp400_pit
VLY,2024-09-30,wikipedia_sp400_pit
VMI,2024-09-30,wikipedia_sp400_pit
VNO,2024-09-30,wikipedia_sp400_pit
VNOM,2024-09-30,wikipedia_sp400_pit
VNT,2024-09-30,wikipedia_sp400_pit
VOYA,2024-09-30,wikipedia_sp400_pit
VSH,2024-09-30,wikipedia_sp400_pit
VVV,2024-09-30,wikipedia_sp400_pit
WAL,2024-09-30,wikipedia_sp400_pit
WBS,2024-09-30,wikipedia_sp400_pit
WCC,2024-09-30,wikipedia_sp400_pit
WEN,2024-09-30,wikipedia_sp400_pit
WEX,2024-09-30,wikipedia_sp400_pit
WFRD,2024-09-30,wikipedia_sp400_pit
WH,2024-09-30,wikipedia_sp400_pit
WHR,2024-09-30,wikipedia_sp400_pit
WING,2024-09-30,wikipedia_sp400_pit
WLK,2024-09-30,wikipedia_sp400_pit
WMG,2024-09-30,wikipedia_sp400_pit
WMS,2024-09-30,wikipedia_sp400_pit
WPC,2024-09-30,wikipedia_sp400_pit
WSM,2024-09-30,wikipedia_sp400_pit
WSO,2024-09-30,wikipedia_sp400_pit
WTFC,2024-09-30,wikipedia_sp400_pit
WTRG,2024-09-30,wikipedia_sp400_pit
WTS,2024-09-30,wikipedia_sp400_pit
WU,2024-09-30,wikipedia_sp400_pit
WWD,2024-09-30,wikipedia_sp400_pit
X,2024-09-30,wikipedia_sp400_pit
XPO,2024-09-30,wikipedia_sp400_pit
XRAY,2024-09-30,wikipedia_sp400_pit
YETI,2024-09-30,wikipedia_sp400_pit
ZION,2024-09-30,wikipedia_sp400_pit
