ticker,as_of,source
CATY,2023-03-31,wikipedia_sp400_pit
CBSH,2023-03-31,wikipedia_sp400_pit
CBT,2023-03-31,wikipedia_sp400_pit
CC,2023-03-31,wikipedia_sp400_pit
CDP,2023-03-31,wikipedia_sp400_pit
CELH,2023-03-31,wikipedia_sp400_pit
CFR,2023-03-31,wikipedia_sp400_pit
CGNX,2023-03-31,wikipedia_sp400_pit
CHDN,2023-03-31,wikipedia_sp400_pit
CHE,2023-03-31,wikipedia_sp400_pit
CHH,2023-03-31,wikipedia_sp400_pit
CHRD,2023-03-31,wikipedia_sp400_pit
CHX,2023-03-31,wikipedia_sp400_pit
CIEN,2023-03-31,wikipedia_sp400_pit
CLF,2023-03-31,wikipedia_sp400_pit
CLH,2023-03-31,wikipedia_sp400_pit
CMC,2023-03-31,wikipedia_sp400_pit
CNO,2023-03-31,wikipedia_sp400_pit
CNX,2023-03-31,wikipedia_sp400_pit
CNXC,2023-03-31,wikipedia_sp400_pit
COHR,2023-03-31,wikipedia_sp400_pit
COKE,2023-03-31,wikipedia_sp400_pit
COLB,2023-03-31,wikipedia_sp400_pit
COLM,2023-03-31,wikipedia_sp400_pit
COTY,2023-03-31,wikipedia_sp400_pit
CPRI,2023-03-31,wikipedia_sp400_pit
CRI,2023-03-31,wikipedia_sp400_pit
CROX,2023-03-31,wikipedia_sp400_pit
CRUS,2023-03-31,wikipedia_sp400_pit
CSL,2023-03-31,wikipedia_sp400_pit
CUBE,2023-03-31,wikipedia_sp400_pit
CUZ,2023-03-31,wikipedia_sp400_pit
CVLT,2023-03-31,wikipedia_sp400_pit
CW,2023-03-31,wikipedia_sp400_pit
CXT,2023-03-31,wikipedia_sp400_pit
DAN,2023-03-31,wikipedia_sp400_pit
DAR,2023-03-31,wikipedia_sp400_pit
DCI,2023-03-31,wikipedia_sp400_pit
DECK,2023-03-31,wikipedia_sp400_pit
DEI,2023-03-31,wikipedia_sp400_pit
DINO,2023-03-31,wikipedia_sp400_pit
DKS,2023-03-31,wikipedia_sp400_pit
DOC,2023-03-31,wikipedia_sp400_pit
DT,2023-03-31,wikipedia_sp400_pit
DTM,2023-03-31,wikipedia_sp400_pit
EEFT,2023-03-31,wikipedia_sp400_pit
EGP,2023-03-31,wikipedia_sp400_pit
EHC,2023-03-31,wikipedia_sp400_pit
EME,2023-03-31,wikipedia_sp400_pit
ENOV,2023-03-31,wikipedia_sp400_pit
ENR,2023-03-31,wikipedia_sp400_pit
ENS,2023-03-31,wikipedia_sp400_pit
ENV,2023-03-31,wikipedia_sp400_pit
EPR,2023-03-31,wikipedia_sp400_pit
ESAB,2023-03-31,wikipedia_sp400_pit
ESNT,2023-03-31,wikipedia_sp400_pit
ETRN,2023-03-31,wikipedia_sp400_pit
EVR,2023-03-31,wikipedia_sp400_pit
EWBC,2023-03-31,wikipedia_sp400_pit
EXE,2023-03-31,wikipedia_sp400_pit
EXEL,2023-03-31,wikipedia_sp400_pit
EXLS,2023-03-31,wikipedia_sp400_pit
EXP,2023-03-31,wikipedia_sp400_pit
EXPO,2023-03-31,wikipedia_sp400_pit
FAF,2023-03-31,wikipedia_sp400_pit
FBIN,2023-03-31,wikipedia_sp400_pit
FCFS,2023-03-31,wikipedia_sp400_pit
FCN,2023-03-31,wikipedia_sp400_pit
FFIN,2023-03-31,wikipedia_sp400_pit
FHI,2023-03-31,wikipedia_sp400_pit
FHN,2023-03-31,wikipedia_sp400_pit
FIVE,2023-03-31,wikipedia_sp400_pit
FL,2023-03-31,wikipedia_sp400_pit
FLG,2023-03-31,wikipedia_sp400_pit
FLO,2023-03-31,wikipedia_sp400_pit
FLR,2023-03-31,wikipedia_sp400_pit
FLS,2023-03-31,wikipedia_sp400_pit
FNB,2023-03-31,wikipedia_sp400_pit
FOXF,2023-03-31,wikipedia_sp400_pit
FR,2023-03-31,wikipedia_sp400_pit
FULT,2023-03-31,wikipedia_sp400_pit
FYBR,2023-03-31,wikipedia_sp400_pit
G,2023-03-31,wikipedia_sp400_pit
GAP,2023-03-31,wikipedia_sp400_pit
GATX,2023-03-31,wikipedia_sp400_pit
GBCI,2023-03-31,wikipedia_sp400_pit
GEF,2023-03-31,wikipedia_sp400_pit
GGG,2023-03-31,wikipedia_sp400_pit
GHC,2023-03-31,wikipedia_sp400_pit
GME,2023-03-31,wikipedia_sp400_pit
GMED,2023-03-31,wikipedia_sp400_pit
GNTX,2023-03-31,wikipedia_sp400_pit
GO,2023-03-31,wikipedia_sp400_pit
GT,2023-03-31,wikipedia_sp400_pit
GTLS,2023-03-31,wikipedia_sp400_pit
GTM,2023-03-31,wikipedia_sp400_pit
GXO,2023-03-31,wikipedia_sp400_pit
HAE,2023-03-31,wikipedia_sp400_pit
HALO,2023-03-31,wikipedia_sp400_pit
HE,2023-03-31,wikipedia_sp400_pit
HELE,2023-03-31,wikipedia_sp400_pit
HGV,2023-03-31,wikipedia_sp400_pit
HIW,2023-03-31,wikipedia_sp400_pit
HOG,2023-03-31,wikipedia_sp400_pit
HOMB,2023-03-31,wikipedia_sp400_pit
HQY,2023-03-31,wikipedia_sp400_pit
HR,2023-03-31,wikipedia_sp400_pit
HRB,2023-03-31,wikipedia_sp400_pit
HTZ,2023-03-31,wikipedia_sp400_pit
HUBB,2023-03-31,wikipedia_sp400_pit
HWC,2023-03-31,wikipedia_sp400_pit
HXL,2023-03-31,wikipedia_sp400_pit
IART,2023-03-31,wikipedia_sp400_pit
IBKR,2023-03-31,wikipedia_sp400_pit
IBOC,2023-03-31,wikipedia_sp400_pit
ICUI,2023-03-31,wikipedia_sp400_pit
IDA,2023-03-31,wikipedia_sp400_pit
INGR,2023-03-31,wikipedia_sp400_pit
IPGP,2023-03-31,wikipedia_sp400_pit
IRDM,2023-03-31,wikipedia_sp400_pit
IRT,2023-03-31,wikipedia_sp400_pit
ITT,2023-03-31,wikipedia_sp400_pit
JAZZ,2023-03-31,wikipedia_sp400_pit
JBL,2023-03-31,wikipedia_sp400_pit
JBLU,2023-03-31,wikipedia_sp400_pit
JEF,2023-03-31,wikipedia_sp400_pit
JHG,2023-03-31,wikipedia_sp400_pit
JLL,2023-03-31,wikipedia_sp400_pit
JWN,2023-03-31,wikipedia_sp400_pit
KBH,2023-03-31,wikipedia_sp400_pit
KBR,2023-03-31,wikipedia_sp400_pit
KD,2023-03-31,wikipedia_sp400_pit
KEX,2023-03-31,wikipedia_sp400_pit
KMPR,2023-03-31,wikipedia_sp400_pit
KNSL,2023-03-31,wikipedia_sp400_pit
KNX,2023-03-31,wikipedia_sp400_pit
KRC,2023-03-31,wikipedia_sp400_pit
KRG,2023-03-31,wikipedia_sp400_pit
KSS,2023-03-31,wikipedia_sp400_pit
LAD,2023-03-31,wikipedia_sp400_pit
LAMR,2023-03-31,wikipedia_sp400_pit
LEA,2023-03-31,wikipedia_sp400_pit
LECO,2023-03-31,wikipedia_sp400_pit
LEG,2023-03-31,wikipedia_sp400_pit
LFUS,2023-03-31,wikipedia_sp400_pit
LII,2023-03-31,wikipedia_sp400_pit
LITE,2023-03-31,wikipedia_sp400_pit
LIVN,2023-03-31,wikipedia_sp400_pit
LNTH,2023-03-31,wikipedia_sp400_pit
LNW,2023-03-31,wikipedia_sp400_pit
LOPE,2023-03-31,wikipedia_sp400_pit
LPX,2023-03-31,wikipedia_sp400_pit
LSCC,2023-03-31,wikipedia_sp400_pit
LSI,2023-03-31,wikipedia_sp400_pit
LSTR,2023-03-31,wikipedia_sp400_pit
M,2023-03-31,wikipedia_sp400_pit
MAC,2023-03-31,wikipedia_sp400_pit
MAN,2023-03-31,wikipedia_sp400_pit
MANH,2023-03-31,wikipedia_sp400_pit
MASI,2023-03-31,wikipedia_sp400_pit
MAT,2023-03-31,wikipedia_sp400_pit
MDU,2023-03-31,wikipedia_sp400_pit
MEDP,2023-03-31,wikipedia_sp400_pit
MIDD,2023-03-31,wikipedia_sp400_pit
MKSI,2023-03-31,wikipedia_sp400_pit
MMS,2023-03-31,wikipedia_sp400_pit
MODG,2023-03-31,wikipedia_sp400_pit
MP,2023-03-31,wikipedia_sp400_pit
MPW,2023-03-31,wikipedia_sp400_pit
MRCY,2023-03-31,wikipedia_sp400_pit
MSA,2023-03-31,wikipedia_sp400_pit
MSM,2023-03-31,wikipedia_sp400_pit
MTDR,2023-03-31,wikipedia_sp400_pit
MTG,2023-03-31,wikipedia_sp400_pit
MTSI,2023-03-31,wikipedia_sp400_pit
MTZ,2023-03-31,wikipedia_sp400_pit
MUR,2023-03-31,wikipedia_sp400_pit
MUSA,2023-03-31,wikipedia_sp400_pit
MZTI,2023-03-31,wikipedia_sp400_pit
NARI,2023-03-31,wikipedia_sp400_pit
NATI,2023-03-31,wikipedia_sp400_pit
NAVI,2023-03-31,wikipedia_sp400_pit
NBIX,2023-03-31,wikipedia_sp400_pit
NEOG,2023-03-31,wikipedia_sp400_pit
NEU,2023-03-31,wikipedia_sp400_pit
NFG,2023-03-31,wikipedia_sp400_pit
NGVT,2023-03-31,wikipedia_sp400_pit
NJR,2023-03-31,wikipedia_sp400_pit
NLY,2023-03-31,wikipedia_sp400_pit
NNN,2023-03-31,wikipedia_sp400_pit
NOV,2023-03-31,wikipedia_sp400_pit
NOVT,2023-03-31,wikipedia_sp400_pit
NSA,2023-03-31,wikipedia_sp400_pit
NSP,2023-03-31,wikipedia_sp400_pit
NVST,2023-03-31,wikipedia_sp400_pit
NVT,2023-03-31,wikipedia_sp400_pit
NWE,2023-03-31,wikipedia_sp400_pit
NXST,2023-03-31,wikipedia_sp400_pit
NYT,2023-03-31,wikipedia_sp400_pit
OC,2023-03-31,wikipedia_sp400_pit
OGE,2023-03-31,wikipedia_sp400_pit
OGS,2023-03-31,wikipedia_sp400_pit
OHI,2023-03-31,wikipedia_sp400_pit
OLED,2023-03-31,wikipedia_sp400_pit
OLLI,2023-03-31,wikipedia_sp400_pit
OLN,2023-03-31,wikipedia_sp400_pit
OMCL,2023-03-31,wikipedia_sp400_pit
ONB,2023-03-31,wikipedia_sp400_pit
OPCH,2023-03-31,wikipedia_sp400_pit
ORA,2023-03-31,wikipedia_sp400_pit
ORI,2023-03-31,wikipedia_sp400_pit
OSK,2023-03-31,wikipedia_sp400_pit
OZK,2023-03-31,wikipedia_sp400_pit
P,2023-03-31,wikipedia_sp400_pit
PACW,2023-03-31,wikipedia_sp400_pit
PB,2023-03-31,wikipedia_sp400_pit
PBF,2023-03-31,wikipedia_sp400_pit
PCH,2023-03-31,wikipedia_sp400_pit
PCTY,2023-03-31,wikipedia_sp400_pit
PDCE,2023-03-31,wikipedia_sp400_pit
PDCO,2023-03-31,wikipedia_sp400_pit
PEN,2023-03-31,wikipedia_sp400_pit
PENN,2023-03-31,wikipedia_sp400_pit
PFGC,2023-03-31,wikipedia_sp400_pit
PGNY,2023-03-31,wikipedia_sp400_pit
PII,2023-03-31,wikipedia_sp400_pit
PK,2023-03-31,wikipedia_sp400_pit
PNFP,2023-03-31,wikipedia_sp400_pit
POR,2023-03-31,wikipedia_sp400_pit
POST,2023-03-31,wikipedia_sp400_pit
POWI,2023-03-31,wikipedia_sp400_pit
PPC,2023-03-31,wikipedia_sp400_pit
PRGO,2023-03-31,wikipedia_sp400_pit
PRI,2023-03-31,wikipedia_sp400_pit
PVH,2023-03-31,wikipedia_sp400_pit
PZZA,2023-03-31,wikipedia_sp400_pit
QDEL,2023-03-31,wikipedia_sp400_pit
QLYS,2023-03-31,wikipedia_sp400_pit
R,2023-03-31,wikipedia_sp400_pit
RCM,2023-03-31,wikipedia_sp400_pit
REXR,2023-03-31,wikipedia_sp400_pit
RGA,2023-03-31,wikipedia_sp400_pit
RGEN,2023-03-31,wikipedia_sp400_pit
RGLD,2023-03-31,wikipedia_sp400_pit
RH,2023-03-31,wikipedia_sp400_pit
RLI,2023-03-31,wikipedia_sp400_pit
RNR,2023-03-31,wikipedia_sp400_pit
RPM,2023-03-31,wikipedia_sp400_pit
RRC,2023-03-31,wikipedia_sp400_pit
RRX,2023-03-31,wikipedia_sp400_pit
RS,2023-03-31,wikipedia_sp400_pit
RUN,2023-03-31,wikipedia_sp400_pit
RYN,2023-03-31,wikipedia_sp400_pit
SAIA,2023-03-31,wikipedia_sp400_pit
SAIC,2023-03-31,wikipedia_sp400_pit
SAM,2023-03-31,wikipedia_sp400_pit
SBRA,2023-03-31,wikipedia_sp400_pit
SCI,2023-03-31,wikipedia_sp400_pit
SEIC,2023-03-31,wikipedia_sp400_pit
SF,2023-03-31,wikipedia_sp400_pit
SFM,2023-03-31,wikipedia_sp400_pit
SGI,2023-03-31,wikipedia_sp400_pit
SHC,2023-03-31,wikipedia_sp400_pit
SIGI,2023-03-31,wikipedia_sp400_pit
SITM,2023-03-31,wikipedia_sp400_pit
SKX,2023-03-31,wikipedia_sp400_pit
SLAB,2023-03-31,wikipedia_sp400_pit
SLGN,2023-03-31,wikipedia_sp400_pit
SLM,2023-03-31,wikipedia_sp400_pit
SMCI,2023-03-31,wikipedia_sp400_pit
SMG,2023-03-31,wikipedia_sp400_pit
SNV,2023-03-31,wikipedia_sp400_pit
SNX,2023-03-31,wikipedia_sp400_pit
SON,2023-03-31,wikipedia_sp400_pit
SPWR,2023-03-31,wikipedia_sp400_pit
SR,2023-03-31,wikipedia_sp400_pit
SRC,2023-03-31,wikipedia_sp400_pit
SRCL,2023-03-31,wikipedia_sp400_pit
SSB,2023-03-31,wikipedia_sp400_pit
SSD,2023-03-31,wikipedia_sp400_pit
STAA,2023-03-31,wikipedia_sp400_pit
STWD,2023-03-31,wikipedia_sp400_pit
SWAV,2023-03-31,wikipedia_sp400_pit
SWN,2023-03-31,wikipedia_sp400_pit
SWX,2023-03-31,wikipedia_sp400_pit
SXT,2023-03-31,wikipedia_sp400_pit
SYNA,2023-03-31,wikipedia_sp400_pit
SYNH,2023-03-31,wikipedia_sp400_pit
TCBI,2023-03-31,wikipedia_sp400_pit
TDC,2023-03-31,wikipedia_sp400_pit
TEX,2023-03-31,wikipedia_sp400_pit
TGNA,2023-03-31,wikipedia_sp400_pit
THC,2023-03-31,wikipedia_sp400_pit
THG,2023-03-31,wikipedia_sp400_pit
THO,2023-03-31,wikipedia_sp400_pit
TKO,2023-03-31,wikipedia_sp400_pit
TKR,2023-03-31,wikipedia_sp400_pit
TMHC,2023-03-31,wikipedia_sp400_pit
TNL,2023-03-31,wikipedia_sp400_pit
TOL,2023-03-31,wikipedia_sp400_pit
TREX,2023-03-31,wikipedia_sp400_pit
TRIP,2023-03-31,wikipedia_sp400_pit
TTC,2023-03-31,wikipedia_sp400_pit
TTEK,2023-03-31,wikipedia_sp400_pit
TXNM,2023-03-31,wikipedia_sp400_pit
TXRH,2023-03-31,wikipedia_sp400_pit
UAA/UA,2023-03-31,wikipedia_sp400_pit
UBSI,2023-03-31,wikipedia_sp400_pit
UFPI,2023-03-31,wikipedia_sp400_pit
UGI,2023-03-31,wikipedia_sp400_pit
UMBF,2023-03-31,wikipedia_sp400_pit
UNM,2023-03-31,wikipedia_sp400_pit
UNVR,2023-03-31,wikipedia_sp400_pit
USFD,2023-03-31,wikipedia_sp400_pit
UTHR,2023-03-31,wikipedia_sp400_pit
VAC,2023-03-31,wikipedia_sp400_pit
VAL,2023-03-31,wikipedia_sp400_pit
VC,2023-03-31,wikipedia_sp400_pit
VICR,2023-03-31,wikipedia_sp400_pit
VLY,2023-03-31,wikipedia_sp400_pit
VMI,2023-03-31,wikipedia_sp400_pit
VNO,2023-03-31,wikipedia_sp400_pit
VNT,2023-03-31,wikipedia_sp400_pit
VOYA,2023-03-31,wikipedia_sp400_pit
VSCO,2023-03-31,wikipedia_sp400_pit
VSH,2023-03-31,wikipedia_sp400_pit
VVV,2023-03-31,wikipedia_sp400_pit
VYX,2023-03-31,wikipedia_sp400_pit
WBS,2023-03-31,wikipedia_sp400_pit
WEN,2023-03-31,wikipedia_sp400_pit
WERN,2023-03-31,wikipedia_sp400_pit
WEX,2023-03-31,wikipedia_sp400_pit
WH,2023-03-31,wikipedia_sp400_pit
WING,2023-03-31,wikipedia_sp400_pit
WLK,2023-03-31,wikipedia_sp400_pit
WLY,2023-03-31,wikipedia_sp400_pit
WMS,2023-03-31,wikipedia_sp400_pit
WOLF,2023-03-31,wikipedia_sp400_pit
WOR,2023-03-31,wikipedia_sp400_pit
WSM,2023-03-31,wikipedia_sp400_pit
WSO,2023-03-31,wikipedia_sp400_pit
WTFC,2023-03-31,wikipedia_sp400_pit
WTRG,2023-03-31,wikipedia_sp400_pit
WTS,2023-03-31,wikipedia_sp400_pit
WU,2023-03-31,wikipedia_sp400_pit
WWD,2023-03-31,wikipedia_sp400_pit
X,2023-03-31,wikipedia_sp400_pit
XPO,2023-03-31,wikipedia_sp400_pit
XRX,2023-03-31,wikipedia_sp400_pit
YETI,2023-03-31,wikipedia_sp400_pit
ZD,2023-03-31,wikipedia_sp400_pit
