ticker,as_of,source
HAIN,2020-05-29,wikipedia_sp400_pit
HCSG,2020-05-29,wikipedia_sp400_pit
HE,2020-05-29,wikipedia_sp400_pit
HELE,2020-05-29,wikipedia_sp400_pit
HIW,2020-05-29,wikipedia_sp400_pit
HNI,2020-05-29,wikipedia_sp400_pit
HOMB,2020-05-29,wikipedia_sp400_pit
HPP,2020-05-29,wikipedia_sp400_pit
HQY,2020-05-29,wikipedia_sp400_pit
HR,2020-05-29,wikipedia_sp400_pit
HRC,2020-05-29,wikipedia_sp400_pit
HUBB,2020-05-29,wikipedia_sp400_pit
HWC,2020-05-29,wikipedia_sp400_pit
IART,2020-05-29,wikipedia_sp400_pit
IBKR,2020-05-29,wikipedia_sp400_pit
IBOC,2020-05-29,wikipedia_sp400_pit
ICUI,2020-05-29,wikipedia_sp400_pit
IDA,2020-05-29,wikipedia_sp400_pit
IDCC,2020-05-29,wikipedia_sp400_pit
INGR,2020-05-29,wikipedia_sp400_pit
INT,2020-05-29,wikipedia_sp400_pit
ITT,2020-05-29,wikipedia_sp400_pit
JACK,2020-05-29,wikipedia_sp400_pit
JBGS,2020-05-29,wikipedia_sp400_pit
JBL,2020-05-29,wikipedia_sp400_pit
JBLU,2020-05-29,wikipedia_sp400_pit
JEF,2020-05-29,wikipedia_sp400_pit
JHG,2020-05-29,wikipedia_sp400_pit
JLL,2020-05-29,wikipedia_sp400_pit
KAR,2020-05-29,wikipedia_sp400_pit
KBH,2020-05-29,wikipedia_sp400_pit
KBR,2020-05-29,wikipedia_sp400_pit
KEX,2020-05-29,wikipedia_sp400_pit
KMPR,2020-05-29,wikipedia_sp400_pit
KMT,2020-05-29,wikipedia_sp400_pit
KNX,2020-05-29,wikipedia_sp400_pit
KRC,2020-05-29,wikipedia_sp400_pit
LAMR,2020-05-29,wikipedia_sp400_pit
LEA,2020-05-29,wikipedia_sp400_pit
LECO,2020-05-29,wikipedia_sp400_pit
LFUS,2020-05-29,wikipedia_sp400_pit
LGND,2020-05-29,wikipedia_sp400_pit
LHCG,2020-05-29,wikipedia_sp400_pit
LII,2020-05-29,wikipedia_sp400_pit
LITE,2020-05-29,wikipedia_sp400_pit
LIVN,2020-05-29,wikipedia_sp400_pit
LM,2020-05-29,wikipedia_sp400_pit
LNW,2020-05-29,wikipedia_sp400_pit
LOGM,2020-05-29,wikipedia_sp400_pit
LOPE,2020-05-29,wikipedia_sp400_pit
LPX,2020-05-29,wikipedia_sp400_pit
LSI,2020-05-29,wikipedia_sp400_pit
LSTR,2020-05-29,wikipedia_sp400_pit
MAC,2020-05-29,wikipedia_sp400_pit
MAN,2020-05-29,wikipedia_sp400_pit
MANH,2020-05-29,wikipedia_sp400_pit
MASI,2020-05-29,wikipedia_sp400_pit
MAT,2020-05-29,wikipedia_sp400_pit
MCY,2020-05-29,wikipedia_sp400_pit
MD,2020-05-29,wikipedia_sp400_pit
MDRX,2020-05-29,wikipedia_sp400_pit
MDU,2020-05-29,wikipedia_sp400_pit
MKSI,2020-05-29,wikipedia_sp400_pit
MLKN,2020-05-29,wikipedia_sp400_pit
MMS,2020-05-29,wikipedia_sp400_pit
MODG,2020-05-29,wikipedia_sp400_pit
MOH,2020-05-29,wikipedia_sp400_pit
MPW,2020-05-29,wikipedia_sp400_pit
MPWR,2020-05-29,wikipedia_sp400_pit
MRCY,2020-05-29,wikipedia_sp400_pit
MSA,2020-05-29,wikipedia_sp400_pit
MSM,2020-05-29,wikipedia_sp400_pit
MTDR,2020-05-29,wikipedia_sp400_pit
MTX,2020-05-29,wikipedia_sp400_pit
MTZ,2020-05-29,wikipedia_sp400_pit
MUR,2020-05-29,wikipedia_sp400_pit
MUSA,2020-05-29,wikipedia_sp400_pit
MZTI,2020-05-29,wikipedia_sp400_pit
NATI,2020-05-29,wikipedia_sp400_pit
NAVI,2020-05-29,wikipedia_sp400_pit
NDSN,2020-05-29,wikipedia_sp400_pit
NEU,2020-05-29,wikipedia_sp400_pit
NFG,2020-05-29,wikipedia_sp400_pit
NGVT,2020-05-29,wikipedia_sp400_pit
NJR,2020-05-29,wikipedia_sp400_pit
NKTR,2020-05-29,wikipedia_sp400_pit
NNN,2020-05-29,wikipedia_sp400_pit
NSP,2020-05-29,wikipedia_sp400_pit
NTCT,2020-05-29,wikipedia_sp400_pit
NUS,2020-05-29,wikipedia_sp400_pit
NUVA,2020-05-29,wikipedia_sp400_pit
NVT,2020-05-29,wikipedia_sp400_pit
NWE,2020-05-29,wikipedia_sp400_pit
NYT,2020-05-29,wikipedia_sp400_pit
OC,2020-05-29,wikipedia_sp400_pit
OGE,2020-05-29,wikipedia_sp400_pit
OGS,2020-05-29,wikipedia_sp400_pit
OHI,2020-05-29,wikipedia_sp400_pit
OI,2020-05-29,wikipedia_sp400_pit
OLED,2020-05-29,wikipedia_sp400_pit
OLLI,2020-05-29,wikipedia_sp400_pit
OLN,2020-05-29,wikipedia_sp400_pit
ORI,2020-05-29,wikipedia_sp400_pit
OSK,2020-05-29,wikipedia_sp400_pit
OZK,2020-05-29,wikipedia_sp400_pit
P,2020-05-29,wikipedia_sp400_pit
PACW,2020-05-29,wikipedia_sp400_pit
PB,2020-05-29,wikipedia_sp400_pit
PBF,2020-05-29,wikipedia_sp400_pit
PBH,2020-05-29,wikipedia_sp400_pit
PCH,2020-05-29,wikipedia_sp400_pit
PCTY,2020-05-29,wikipedia_sp400_pit
PDCO,2020-05-29,wikipedia_sp400_pit
PEB,2020-05-29,wikipedia_sp400_pit
PEN,2020-05-29,wikipedia_sp400_pit
PENN,2020-05-29,wikipedia_sp400_pit
PII,2020-05-29,wikipedia_sp400_pit
PK,2020-05-29,wikipedia_sp400_pit
PNFP,2020-05-29,wikipedia_sp400_pit
POOL,2020-05-29,wikipedia_sp400_pit
POST,2020-05-29,wikipedia_sp400_pit
PPC,2020-05-29,wikipedia_sp400_pit
PRAH,2020-05-29,wikipedia_sp400_pit
PRG,2020-05-29,wikipedia_sp400_pit
PRI,2020-05-29,wikipedia_sp400_pit
PRSP,2020-05-29,wikipedia_sp400_pit
PSB,2020-05-29,wikipedia_sp400_pit
PTC,2020-05-29,wikipedia_sp400_pit
PZZA,2020-05-29,wikipedia_sp400_pit
R,2020-05-29,wikipedia_sp400_pit
RAMP,2020-05-29,wikipedia_sp400_pit
REZI,2020-05-29,wikipedia_sp400_pit
RGA,2020-05-29,wikipedia_sp400_pit
RGEN,2020-05-29,wikipedia_sp400_pit
RGLD,2020-05-29,wikipedia_sp400_pit
RH,2020-05-29,wikipedia_sp400_pit
RIG,2020-05-29,wikipedia_sp400_pit
RLI,2020-05-29,wikipedia_sp400_pit
RNR,2020-05-29,wikipedia_sp400_pit
RPM,2020-05-29,wikipedia_sp400_pit
RRX,2020-05-29,wikipedia_sp400_pit
RS,2020-05-29,wikipedia_sp400_pit
RYN,2020-05-29,wikipedia_sp400_pit
SABR,2020-05-29,wikipedia_sp400_pit
SAFM,2020-05-29,wikipedia_sp400_pit
SAIC,2020-05-29,wikipedia_sp400_pit
SAM,2020-05-29,wikipedia_sp400_pit
SBH,2020-05-29,wikipedia_sp400_pit
SBNY,2020-05-29,wikipedia_sp400_pit
SBRA,2020-05-29,wikipedia_sp400_pit
SCI,2020-05-29,wikipedia_sp400_pit
SEDG,2020-05-29,wikipedia_sp400_pit
SEIC,2020-05-29,wikipedia_sp400_pit
SF,2020-05-29,wikipedia_sp400_pit
SFM,2020-05-29,wikipedia_sp400_pit
SGI,2020-05-29,wikipedia_sp400_pit
SIGI,2020-05-29,wikipedia_sp400_pit
SIX,2020-05-29,wikipedia_sp400_pit
SKX,2020-05-29,wikipedia_sp400_pit
SLAB,2020-05-29,wikipedia_sp400_pit
SLGN,2020-05-29,wikipedia_sp400_pit
SLM,2020-05-29,wikipedia_sp400_pit
SMG,2020-05-29,wikipedia_sp400_pit
SMTC,2020-05-29,wikipedia_sp400_pit
SNV,2020-05-29,wikipedia_sp400_pit
SNX,2020-05-29,wikipedia_sp400_pit
SON,2020-05-29,wikipedia_sp400_pit
SR,2020-05-29,wikipedia_sp400_pit
SRC,2020-05-29,wikipedia_sp400_pit
SRCL,2020-05-29,wikipedia_sp400_pit
STL,2020-05-29,wikipedia_sp400_pit
STLD,2020-05-29,wikipedia_sp400_pit
STOR,2020-05-29,wikipedia_sp400_pit
SVC,2020-05-29,wikipedia_sp400_pit
SWX,2020-05-29,wikipedia_sp400_pit
SXT,2020-05-29,wikipedia_sp400_pit
SYNA,2020-05-29,wikipedia_sp400_pit
SYNH,2020-05-29,wikipedia_sp400_pit
TCBI,2020-05-29,wikipedia_sp400_pit
TCF,2020-05-29,wikipedia_sp400_pit
TCO,2020-05-29,wikipedia_sp400_pit
TDC,2020-05-29,wikipedia_sp400_pit
TDS,2020-05-29,wikipedia_sp400_pit
TDY,2020-05-29,wikipedia_sp400_pit
TECD,2020-05-29,wikipedia_sp400_pit
TECH,2020-05-29,wikipedia_sp400_pit
TER,2020-05-29,wikipedia_sp400_pit
TEX,2020-05-29,wikipedia_sp400_pit
TGNA,2020-05-29,wikipedia_sp400_pit
THC,2020-05-29,wikipedia_sp400_pit
THG,2020-05-29,wikipedia_sp400_pit
THO,2020-05-29,wikipedia_sp400_pit
THS,2020-05-29,wikipedia_sp400_pit
TKO,2020-05-29,wikipedia_sp400_pit
TKR,2020-05-29,wikipedia_sp400_pit
TMHC,2020-05-29,wikipedia_sp400_pit
TNL,2020-05-29,wikipedia_sp400_pit
TOL,2020-05-29,wikipedia_sp400_pit
TPH,2020-05-29,wikipedia_sp400_pit
TR,2020-05-29,wikipedia_sp400_pit
TREE,2020-05-29,wikipedia_sp400_pit
TREX,2020-05-29,wikipedia_sp400_pit
TRIP,2020-05-29,wikipedia_sp400_pit
TRMB,2020-05-29,wikipedia_sp400_pit
TRMK,2020-05-29,wikipedia_sp400_pit
TRN,2020-05-29,wikipedia_sp400_pit
TTC,2020-05-29,wikipedia_sp400_pit
TTEK,2020-05-29,wikipedia_sp400_pit
TXNM,2020-05-29,wikipedia_sp400_pit
TXRH,2020-05-29,wikipedia_sp400_pit
TYL,2020-05-29,wikipedia_sp400_pit
UAA/UA,2020-05-29,wikipedia_sp400_pit
UBSI,2020-05-29,wikipedia_sp400_pit
UE,2020-05-29,wikipedia_sp400_pit
UFS,2020-05-29,wikipedia_sp400_pit
UGI,2020-05-29,wikipedia_sp400_pit
UMBF,2020-05-29,wikipedia_sp400_pit
UMPQ,2020-05-29,wikipedia_sp400_pit
URBN,2020-05-29,wikipedia_sp400_pit
UTHR,2020-05-29,wikipedia_sp400_pit
VAC,2020-05-29,wikipedia_sp400_pit
VC,2020-05-29,wikipedia_sp400_pit
VLY,2020-05-29,wikipedia_sp400_pit
VMI,2020-05-29,wikipedia_sp400_pit
VSAT,2020-05-29,wikipedia_sp400_pit
VSH,2020-05-29,wikipedia_sp400_pit
VVV,2020-05-29,wikipedia_sp400_pit
VYX,2020-05-29,wikipedia_sp400_pit
WAFD,2020-05-29,wikipedia_sp400_pit
WBS,2020-05-29,wikipedia_sp400_pit
WEN,2020-05-29,wikipedia_sp400_pit
WERN,2020-05-29,wikipedia_sp400_pit
WEX,2020-05-29,wikipedia_sp400_pit
WH,2020-05-29,wikipedia_sp400_pit
WLY,2020-05-29,wikipedia_sp400_pit
WOLF,2020-05-29,wikipedia_sp400_pit
WOR,2020-05-29,wikipedia_sp400_pit
WPX,2020-05-29,wikipedia_sp400_pit
WRI,2020-05-29,wikipedia_sp400_pit
WSM,2020-05-29,wikipedia_sp400_pit
WSO,2020-05-29,wikipedia_sp400_pit
WTFC,2020-05-29,wikipedia_sp400_pit
WTRG,2020-05-29,wikipedia_sp400_pit
WW,2020-05-29,wikipedia_sp400_pit
WWD,2020-05-29,wikipedia_sp400_pit
X,2020-05-29,wikipedia_sp400_pit
XEC,2020-05-29,wikipedia_sp400_pit
XPO,2020-05-29,wikipedia_sp400_pit
Y,2020-05-29,wikipedia_sp400_pit
YELP,2020-05-29,wikipedia_sp400_pit
ZD,2020-05-29,wikipedia_sp400_pit
